review,label
im surpris peopl eat downright shock peopl order food go applebe gross wait husband pick one rural broadway work place one step total dive staff friendli good thing place,negative
second time locat first time isnt wasnt great decid tri time even wors food cold daughter salad hair never go,negative
unpleas servic ridicul par hardli peopl eat took almost hour get food waitress mess order mess bill uncount time first undercharg self fix bill charg us said pay one gunna pay extra $7 floor upset ask speak manag seem complet offer us $5 coupon next order two entre purchas kid would give guy money smh extrem displeas would recommend anyon didnt even take coupon irrit dont go itll ruin good day,negative
poor servic wait staff inconsider thanksgiv wait 20 minut told wait even longer left point,negative
came girlfriend mine want get drink work havent applebe long time surpris tasti drink ok fine burger fri stop judg pretti good chain restaur complaint servic fast friendli made realli good experi,negative
horribl servic upon walk host/hostess stood awkwardli wait least minut two even acknowledg final seat sat least 5 minut waiter troy believ said would right wait friend arriv still come back even ask want drink sat 20 minut friend final arriv came see want starv eat much day patienc pretti thin wait long want sincer apolog instead tri brush humor instead never got refil drink even waiter also act extrem unprofession talk us like one bud ask someth menu good even said tri eat work dont realli know second time receiv terribl servic locat return reason even came back gift card applebe closest locat go somewher els dinner,negative
amaz servic friend sat booth right away waitress ashley second readi get us drink fun easi talk help food select even understood weird dislik bacon lol would definit go back,positive
havent miss call gem temp find anoth place serv colder beer tap blue moon person favorit wont disappoint great happi hour well content food deal includ 40 cent wing make want come back joey far best bartend say hi ask strong island made joey,positive
boyfriend order take locat absolut disappoint first told us order would readi 9 pm didnt get food 945 second order tripl hog dare bad boyfriend didnt eat also order chees fri look tast like day old didnt even eat also order shrimp scampi way much butter breadstick stale whole meal paid $45 wait 1 hour second chanc give applebe safe say never return servic bad food wors,negative
alway great time greet immedi enter restaur drink came fast take minut get refil food hot & everyth delicious- back,positive
first walk restaur hostess sidebar convers someon even though see us continu convers finish gave us giant fake smile felt like prank tv show sat us server came ask drink bare sat havent even look menu yet order water time mother wait meal could hear femal bartend convers one guest love parti doesnt know daughter father hate get low tip custom guest flirti entir convers entir inappropri meal final came manag actual server manag carri tray food hand plate put mother meal tabl stuck thumb hamburg set plate eeewww sat plate meal look dri tast like ask manag lemon slice left add water end use food instead minut went server came ask us meal said ok didnt ask ok walk away left meal done gave us check card sit taken took forev get mom ask hamburg order go get anytim soon forgot figur never come back would never recommend want ihop servic would gone ihop,negative
terribl servic jerk bar tender disrespect hostess front custom got serv water 25 minut later ask want eat go locat,negative
applebe noth wow happi hour deal came place one even weekday brother fianc drink woman tabl next us honestli cut long time ago sauc loud obnoxi time spent ultim unpleas much observ seem know staff know work unprofession return locat anytim soon,negative
hostess ricki realli nice food suggest hit spot what like great hostess coo food beer son also thought hostess awesom,positive
took coupl friend happi hour wait till exact time get better price ask manag could get happi hour price firm final budg gave well food order bad blacken fish smell realli bad fresh take back got someth els took get time brought back friend alreadi done meal took mine go pleas approach caution,negative
say applebe american chain restaur food option standard fare spinach & artichok dip come back day palat matur realli nice server tho chocol chip cooki sunda best thing ive albeit overpr comparison similar dessert around town,negative
tacki unfriendli atmospher everi server employe besid annoyingli over-friendli hostess seem cusp give suicid urg cant help think shenanigan movi wait manageri staff attempt fake nice half ass- transpar food highli mediocr seem made cheap ingredi plan eat chain like chili mill ave & univers infinit better bet still averag place better atmospher better servic,negative
ughiv lose streak late get lunch tri applebe lunch tuesday hadnt one year figur ask servic pretti good henc two star 14 minut guarante place order guarante youll food 14 minut free food within time frame assumei didnt stopwatch seem quick enough wish theyd taken longer make good could put crappi chicken plate home 14 minut pay someon els hope turn better didnt wors overcook boneless wing overli bread toss poorli flavor saucepretti much swing miss around also overpr getit simpli worth ever find neighborhood see drive need find applebe john corbett go tountil think ill pass second trip place,negative
happi hour hump day servic great dip chunk tender artichok chip light salti bf like asian wing long island tasti strong,positive
mani bad review ive item menu happi hour awesom bad there happi hour saturday that realli lame servic alway great hostess waiter alway friendli matter intox crowd boneless wing tasti spici artichok dip good anyth dont get bahama mama call wuss forev long island ice tea ok price beer decent 2 1 shot patronah great contrari popular belief patron mozarella stick mix,positive
husband dont eat chain restaur frequentlyw tri avoid possibl saturday night tri decid go dinner run food hous list place want tri howev husband didnt want spend $30 dinner clue idea window decid applebe sinc slight crave mucho mudslid highlight trip applebe mucho mudslid yummi fri chicken salad larg half-siz pretti good id concern place could realli mess someth simpl husband got ultim trio basic got pick three appetizersh order mozzarella stick blahthey bare hot good use back day slider everi place fanci fanci slider menu nowaday chicken wrap chri said ok servic wors food took 10 minut place drink order drink appear tabl clue took long bar area wasnt busi bartend didnt look back second took food forev come outw clue mother daughter walk place dinner order glanc wonder food notic eat got food grrrrrrr bill came $28 hardli worth drive home said gone wendi dinnerbett qualiti food much much cheaper price,negative
spent $14 bare mediocr soup salad food noth special lot time think here came 1 go asu would place hang dont seem find freshmen close univers right campu around upper class-men talk school one hour long lunch know peopl grade teacher fair sever subject trick philosophi paper mr what name class get particular program without interview bevi univers delight even heard someon get killer deal rental hous someon look hous one stop shop 2 hate applebe one place safe go ive becom dread nutrition/calori counter weight watcher menu let order complet confid actual option took friend essenc day applebe polar opposit way one favorit place go realli stuck nutrit inform idea item less calori idea sodium content chicken salad made think work guess im pretti sure estim attempt estim love go independ own place miss realli realli today way hungri frozen meal go solv applebe safe option area 3 locat weight watcher meal arent good locat shouldnt differ chain - boy oh boy 4 folk around happili devour food tabl girl eat behind 2nd help unlimit soup salad $599 suppos rest fare fairli standard applebe stuff 5 dont want repeat time soon guess ill back least everi 2 month want someth beyond brought work thought make bit queasi 6 im will pay $14 crappi soup salad 400 calori crappi place crappi surround - cant independ place step offer healthi option proud proud enough post nutrit number menu heaven know im one,negative
whole idea applebe realli bother chain restuar go countri seem weird seem much worth tri someth new uniqu risk great go somewher introduc obnoxi song babi back rib oh wait chile well feel way restaur time came happi hour pretti good stand atmospher hh hour pretti impress 3 7 10 midnight everi night week - gross gross gross,negative
place good food qualiti quantiti servic meh day decor waa nice yea close bad,positive
pro place clean staff well dress apron clean someth alway notic spring roll- never disappoint nice crispi hot delect dip sauc con move self serv style feb 1 nightmar im sure take order- pick difficulti find full-tim server servic slow friendli pleasant presenttook least 20 min place order coffe place empti dont seem care never got ask refil coffe ask water look great servic decent food youll okay come greatest itll,negative
realli good place like varieti food price dont go lunch reason qualiti food alway better dinner favorit asian place area,positive
tri short rib sushi roll gener tso would eat short rib glaze littl bit sweeter gener tso okay,negative
togeth - ok two roll sushi - bit bore dri noth great - seem like home bad - simpl - expect present simpl round black dish also gener tzao chicken plain mayb less ok spici chicken warm hot moist heavi sauc need lunch ok $7 per dish - expect top dish sushi,negative
want make wife happi bring home azian need say honesti sushi alway fresh menu reason price servic friendli great dont ever hesit eat throw invit way pleas,positive
order take 3 item corn soup fri rice sweet n sour chicken soup fri rice overli salti white rice came chicken tast day old order take often notic declin food qualiti,negative
pretti good takeout larg select best inexpens area though nice combin differ asian flavour though,negative
2nd visit previous come takeout recal decent enough today lunch couldnt decid vast menu opt thai combo pumpkin soup absolut delilsh cant say rest though bar set high soup combo includ basil chicken pretti tasti pad thai non greasi good book mango salad - bit lack luster bland pineappl dessert also ice green tea honey - pretti good overal pretti good servic nice decor would like tri sushi see fair,positive
food decent servic ok given fact serv thai chines sushi though menu tend pretti bigalmost big,negative
ive known place sinc open ive bunch time sinc consist qualiti food servic great food great atmospher thing im fan distanc take get thank g-d fiance live area,positive
dread suburb dinner month burn promis oblig meet famili neck wood suddenli call effect pull faceless souless strip mall start plan gener box-restaur experi thank look sometim deceiv order vegetarian combo awesom period unexpect surpris cant wait chain spread,positive
brother dinner new mapl locat last night servic fabul although slow night ambianc nice decor cool modern - comfort menu vari japanes chines thai option troubl make decis order salmon sashimi good also enjoy tom yum soup shrimp didnt blow away favourit tom yum soup still spring roll order sushi maki set 2 brown rice nice option 2999 favourit spici tuna roll tri stay away fri food plenti menu die tri soft shell crab mango chicken variou dish includ tempura favourit sinc tri lose weight wise stay away definit come back tri dish especi combo chef exclus waiter love knowledg would love see restaur succeed give tri,positive
go restaur qualiti food alway great absolut love staffshout kt shannon josh team alway work hard make feel home keep good work,positive
probabl best italian food town--but liter drive 30-mile away servic staff manag nice respons manag alex made amaz dessert recommend definit back,positive
ive eaten bravo alway averag meal time went possibl one worst dine experi life first went use restroom eat smell like carniv outhous complet disgust urin floor hadnt starv time would walk ask bread previou visit brought beverag waitress said oh want rub wrong way order chicken scallopini ask leav chicken dont eat meat made confus face ask want someth instead didnt know option ask add extra mushroom got dish look sad two whole portobella lay besid twirl pasta portion seem small compar friend spaghetti cut mushroom saw scallop horizont almost paper thin never life seem mushroom cut way mani bite stem mushroom also extrem undercook hard enough find someth eat dont vegetarian option salad eggplant parm dont like eggplant didnt return dish couldnt bare anymor never go place aw servic date recip high price paper tabl top tabl cloth thought seem trashi,negative
great food took son soul mate dinner choic favorit place first reserv nice easi make also let us bring home made wine servic one best food awesom mani time truli restaur,positive
meh wasnt one pay full cours meal place would choos order pasta shrimp lot garlic greasi also share new york steak ask medium rare cook like medium well furthermor unsatisfi servic came group 6 peopl clearli saw larg empti tabl hostess front said would wait 30-40 minut pull opent app saw tabl 6 ten minut made reserv seat ten minut later reserv time plan return -- tast / 3 aesthet / 3 vibe / 3 servic / 1 price qualiti / 2 overal / 24,negative
stood like 25 minut told wait would least two hour without reserv numer empti tabl staff unprofession host would walk 10 minut time stand back talk worker piss never return,negative
slow ineffici servic food good went 5 wednesday told wait 15 20 minut though restaur half empti assum poor manag,negative
aw experi frequent bravo mcknight even frequent diner card admit inconsist food servic past last night thur friend went happi hour sat high top tabl bar area anoth tabl four next us one approach tabl least 15 minut folk tabl look around tri catch attent waiter want drink refil dont know waiter problem certainli wait anyon eventu come plop menustook drink ordersnev ask want anyth martinii could go food aw order scallop marinara scallop smallest ever seen even bay scallop spici well redeem event gm came ask experi complain went right talk waiter wish could say help didnt,negative
went 1st time easter food great servic horribl took 37 minut order get soup salad probabl addit 30 minut get entre waitress extrem inattent return,negative
normal fan chain restaur doesnt even feel like one authent fresh italian food entir staff friendli hospit normal sit bar dont even feel like restaur bar neighborhood place friend everybodi nice locat underw remodel look beauti privat room eleg upscal feel,positive
go bravo mcknight year typic dine lunch mani wonder server sherri server know best amaz everytim come wait alway smile continu dine friendli staff delici foodth best romano chicken salad,positive
daughter friend high school went locat homecom danc daughter got bowl soup bill $500 paid separ check daughter gave server $20 bill $500 check wait long time server red hair server doesnt rememb name bring chang back final wave ask directli chang said thought squar walk away knowingli kept daughter money rest friend chang know tip go tip listen ask money wrong take advantag kid call manag still resolut,negative
twice neither time bad experi last night seat right away servic descent wasnt pack mean monday night good crowd waiter friendli howev gripe took long time stop check us overlook bread oil delici think ate 7 piec bread stay wed soup capres salad wed soup good think one meatbal - capres salad fresh mozzarella chees tomato tast like receiv balsam glaze top tast nice touch recommend,positive
enjoy meal felt though someth miss flavor pasta / delici good servic would prefer season,positive
favorit go-to restaur ross township food consist good favorit thing order della casa salad great entre wed soup side salad chicken parmesan yesterday meal seem littl slow reach tabl manag came apolog delay seen meal deliv didnt think pasta look standard present took minut longer receiv delici prepar present meal offer free dessert eat take home make delay went extra distanc without ask impress us tabl thank much appreci,positive
unimpress place went around 2005-6 recal much better got calamari fritti crispi shrimp napoli calamari over-cook chewi flavorless ate 50% calamari nasti 1/5 star shrimp probabl best tast thing entir dinner 5/5 grill mahi-mahi girlfriend spici scallop pasta dish 4/5 star mine around 2/5 fish over-cook bland despit advertis lemon butter sauc veget also bland seem oliv oil pour add glass wine 1 yuengl tab $75,negative
ok begin suppos first walk bravo greet unfriendli smile grumpi snotti nose air girl name caitlyn hostess mean first impress everyth visit pittsburgh like dine bravo food good next time back crappi servic first fiancé told would 45min wait use opent everyth avail actual alreadi reserv ladi listen us couldnt find name system manag overheard look & said caitlyn reserv right ill seat right away gave us biggest eye roll ever rude seat right away sara who apolog least 5 x alreadi realli ok thank make right bring 2 tea 1 lemonad vino tea good nice dark lemonad fresh guess accident pour 2 glass got 1 free im ok alex come think he manag said overhead hostess rude apolog offer us appet choic free kind pick chicken bacon spinach & chees flat bread omg glad delish nice crunchi corner soft middl bacon cook perfect enough feed 3 men littl ladi entre good fresh brussel sprout & almond salad lemon vinaigrett super fresh green tender chicken ad italian wed soup could warmer sinc freez outsid carrot littl meatbal orzo yummi broth swim around cute littl soup bowl cant complain much yummi bravo spaghetti brought brother law look good thin noodl medium amount meat sauc said tasti solid 7 man bolognes tasti nice portion size noodl cook perfect solid 9 son chicken caesar salad love nice fresh chicken lettuc fresh food great servic suck begin howev manag team took great care us bravo manag bravo great job might visit differ locat next time pittsburgh,negative
disappoint bravo last night havent awhil chang menu appar cook doubt ever return pasta realli realli bad notic place almost empti use jam pack one wait seat seem staff diner guess other notic chang food menu return say server pleasant effici make bad food sorri bravo arrivederci one favorit longer,negative
--- noth italian franchis chain--- food mostli tomato sauc base acid mani dish heavili load tasteless textur less pasta like made dri preprocess materi --- mani sort restaur claim italian mani entre --- chicken strangl pasta disgrac italian cuisin chicken garnish pasta side dish discussion--- perhap small measur redempt pizza surprisingli well season right proport chees,negative
took mom dinner birthday serious one worst meal life mean bravo guess expect let begin sat corner wait 10 minut time server even greet us place order want cours brought us bread dip sauc good thing drink got salad walk away silverwar realli cool find ask proceed eat salad dress sever cours nowher found flag anoth one ring dress mean serious couldnt go get cup dress wait minut dress entir core lettuc salad salad disgust amaz entre mom lasagna burnt crisp grill chicken pesto spaghettini water log tast like bland nothing im drink server still miss final make appear see empti glass ask want sever 101 dont ask bring fresh one pitcher know work restaur took good 5 minut bring back pitcher mayb 3-4 small sip water final ask food said fine didnt even want deal mom said someth manag come serious fiasco never ever go back food suck servic wors top mint tast like citru mint bubblegum flavor chocol foul understat im #hangri,negative
soooo lunch food pretti gross disappoint around usual love eat bravo one cranberri alway point definit wont come back locat man dont even know start let go servic everyth took soooo long took waiter 20 minut bring us stale bread clearli old couldnt even cut knife waiter apolog fresh bread wasnt much better mom wait anoth 20 minut entre salti greasi order chicken milenes pepperoni & meatbal manicotti manicotti ridicul greasi - drown oil ugh top fill mad mushi mom chicken straight gross oil nasti smell - dont realli know describ probabl use old oil that sit doubl ugh plu chicken tast super gamey thing edibl dish herb linguin mediocr best bah super disappoint your mood italian suggest drive extra distanc goin cranberri locat,negative
wife oper busi togeth busi reli heavili uniform custom servic ive custom walk late fun assess treat make differ posit review poor one wife stop hour close bravo cucina italiana expect spars clientel expect good food servic none lessw work long hour bare get celebr fruit accomplish even eighth anniversari id hope quiet meal rush hostess demeanor perfect match dark dishevel hair makeup made plain happi patronag time attitud sour glanc check throughout dinner enough ruin hope bit peac end day shine jewel servic tori waitress held balanc pressur manag oblig treat us well impecc phenomen gluten free pasta dish wife usual tori thank great servic rest sorri bother inconveni time josh,negative
averag averag everi way start capres salad wed soup capres salad balsam vin toss salad w tomato mozz instead classic capres mozz also wasnt freshest entre chicken scallopini actual pretti tasti chicken fresh sauc quit nice alittl heavi though overal biggest complaint would price meal price pay entre come side larger portion atmospher decor nice girlfriend felt tablecloth unnecessari casual oliv gardensqu restaur top pre-stain tomato sauc sat decent restaur would eat noth els nearbi statur would go way make reserv futur,negative
pretti much regular bravo one reason allow bring bottl wine us would usual sit kitchen counter take time eat usual 3 cours drink hate eat slow take tabl also tip well sinc arriv sun night sat counter wine order drink manag came said bottl allow anymor ask could bottl brought told understand new polici even thought go anymor allow us bottl brought one last time insult left carri bottl like someth wrong return poor way handl situat mani good italian restaur frequent,negative
server seem hurri anxiou place open hostess friendli attract young woman wed soup bland seem like penn mediterranean wasnt better pasta undercook even close adant four spinach leav look like coupl sun dri tomato dish feta chees fail make appear small amount pine nut round dish penn mediterranean came bag chef care,negative
receiv gift card christma bravo alway fun eat free right bravo rememb littl classi insid right bravo mcknight classi look italian like theme restaur love broken look pillar beam bar area compar bravo pretti small would like see high top tabl happi hour special that alway win high price chain servic servic although bit slow overal pretti good server bit help food runner doggi bagger that got technic term guy job onto food spinach artichok dip like eat crunchi piec cardboard dip water spinach wasnt fan app definit weak point bread oil flavor love stuck break skip app meal delici veggi pasta add chicken date lobster ravioli quit unimpress size dish talk 1/3 portion meal expens mine dessert delish got cheesecak normal fan cheesecak caramel top sort sauc strawberri overal decent probabl bit overpr werent gift card id probabl go local that prefer guess,negative
expect less pay motto bravo use cant say dislik chain restaur certainli dislik bravo highli overpr italian cuisin serv yet alway seem two hour wait weekend everi time eaten alway left light wallet mediocr tast mouth know dont need eat strong believ second chanc latest meal grill chicken chop salad coat salt say goodby bravo,negative
bleecht bad bad bad one star give dear friend ate sauc disgust water chef boyarde better stuff tri pass italian servic realli great either-- waitress super sarcast point laughabl especi look like homeless person cheesi plastic pillar bad rococo art could pay go back place find hard believ anyon pittsburgh would eat bravo especi mecca amaz italian restaur sub-par chain give fine cuisin bad name go bloomfield instead much authent experi,negative
worst restaur experi ever like bravo dont want deal hassl go robinson locat one fiance arriv 550pm quot 60-70 minut wait long time problem hour 10 minut go notic coupl young high-school walk hug host talk five minut later seat given buzzer like everyon els happen differ time wait wait slightli initi time fiance ask host much longer would be- minut lot tabl open wait anoth twenti minut peopl us continu get seat final hour half wait anoth ladi wait seat gave us buzzer found seat bar reason actual seat 30 minut quot time someon els gave us buzzer walk host stand buzzer look us roll eye wait anoth two minut get menu seat us seat told waiter ordeal ask us long wait werent go hold wasnt fault howev ask cherri coke told us coke without offer put grenadin usi know bar carri grenadin howev clearli didnt want make effort put us get bread without plate waiter said wow like eat ethiopian restaur eat commun bowl walk away serious cannot make stuff use small drink napkin makeshift plate hous salad came one came dress side rather alreadi mix salad per usual order said oh dont know differ guess youll put salad real peopl ala manag came said sorri interrupt im go lie kitchen screw order chef ask come tell remak food sorri sorri take long food screw fix soon didnt seem sincer act like joke silli us thought might awar previou inconveni come apolog dumbfound clear lack awar didnt think mental capac understand anyth els explain walk away decid observ clearli type manag interest cool manag goof laugh host walk around check guest eventu got food two basic pasta dish left five minut receiv food exhaust whole ordeal decid wasnt worth poorli run restaur longer give us bill server said thank patient pleas come back honestli accommod thank actual bet go whether host would stop talk one anoth five second lean sloppili host stand say good night left ala fiance bet - didnt say word left notic time 830 pm throughout whole night chef best custom servic us least recogn screw upand doesnt even work directli guest obvious serious bravo hell,negative
bravo bravo dad call what bad say besid chain chain restaur feel -1 one star good food good servic clean good atmospher lunch today chicken spinach bacon flatbread yum moist chicken well bake tast put spinach dip flatbread outstandingli good stuff fresh bread sun dri tomato oil could eat would satisfi time dad birthday right check came comp dad birthday sunda good,positive
great place awesom servic delici food highli recommend honey walnut shrimp orang chicken honestli best ive ever,positive
great authent food quick take amaz servic insid love jalapeño chicken son love orang chicken,positive
gone place sinc first open delici never problem food alway serv hot made staff sooooo nice ladi alway ask famili alway rememb us love place favorit egg drop soup green tea super awesom small causual dine price reason great qualiti food right price,positive
didnt realiz ask sweet sour sauc sweet sour pork tale deliveri wasnt notic got home food still good though,negative
first eat chines food like drink hot tea place serv person prefer everyon custom servic isnt great price point food point tast pretti good compar restaur area serv chines food,negative
great food friendli servic tri sever differ menu item wonder reason price daughter believ one best curri dish ever,positive
great servic & food everi time go usual get fri rice lemon chicken sweet & sour chicken & mongolian beef yet disappoint,positive
anoth american chines restaur order twice cook pork jalapeño beef noth close tradit chines cook cant even come close chines food cali,negative
first time blossom asian cuisin came base yelp review arriv 115 tuesday lunch four tabl still finish got fast servic order lunch special kung pao beef arizona ice tea $815 plu tip meal came choic soup egg roll fri wonton plu brown rice egg roll wonton came halfway finish entre kung pao averag best sauc lack flavor bad side averag except good soup cant rate higher staff engag custom got second star restroom deplor smell bad towel floor dirti cant recommend cowork,negative
love place like dinner special 2 orang chicken best yet tri dish friendli staff,positive
move laveen need ok want chines place great review drove got take beef broccoli dinner came rice noodl eggrol two crab rangoon around $9 found beef broccoli littl bit salti side everyth good ladi counter extrem friendli patient decid eat comfi littl bar area sit wait food nice well ill return,positive
lunch special great soup main cours rice spring roll wonton place clean waitress friendli mention cant beat price around excel place stop area great chines food yum,positive
excel custom servic call order pick ladi phone friendli place larg order pack readi go show 20 min later woman help believ one spoke phone offer complimentari soda immedi took payment assist anoth gentleman simultan person help make sure take menu offer help carri everyth car food delici beef skewer tender tasti sizzl rice soup mongolian beef chicken fri rice fresh flavor person favorit sweet & sour chicken give sauc side bread never get soggi chicken tast wonder without sauc put togetheramaz back,positive
came good food review tast like took frozen chicken fri pour sauc got gener tso chicken orang chicken fri rice tast like white rice dab water soy sauc veggi egg wasnt good servic suck tabl clean didnt even ask refil time pay check come back,negative
live close love blossom wonton soup excel everyth tri good clean servic alway great would recommend anyon give tri,positive
food excel servic give two thumb upkeep thingbest chines arizona,positive
wife come least month im walnut fan tri walnut shrimp decent size shrimp boot great portion famili meal great staff clean restraunt arent eat yet famili amd kid friendli,positive
place realli good good lunch special friendli staff asian place area one far best,positive
picki come chines food today first time got kung pao chicken orang chicken lo mein two egg roll let tell place good servic awesom like read review defenetli come back nice interior comfort seat arrang employe uniform nice live phoenix 8 month havent abl find place good defenetli go recommend place,positive
husband look good chines place near hous decid tri place glad realli tasti order pork fri rice broccoli beef sweet sour pork lemon chicken equal good especi love rice lemon chicken everyth hot fresh authent tast fast food chines food portion big price afford $35 food got plu 2 soda servic great also friendli definit repeat custom,positive
